tick,population,average_age,collisions,deaths_collision,deaths_age,births_clone,births_spontaneous
1550,6,117.833,0,0,0,0,0
1551,6,118.833,0,0,0,0,0
1552,6,119.833,0,0,0,0,0
1553,6,120.833,0,0,0,0,0
1554,6,121.833,0,0,0,0,0
1555,6,122.833,0,0,0,0,0
1556,6,123.833,0,0,0,0,0
1557,6,124.833,0,0,0,0,0
1558,6,125.833,0,0,0,0,0
1559,6,126.833,0,0,0,0,0
1560,6,127.833,0,0,0,0,0
1561,6,128.833,0,0,0,0,0
1562,6,129.833,0,0,0,0,0
1563,7,112.143,0,0,0,1,0
1564,6,131.833,1,1,0,0,0
1565,6,132.833,0,0,0,0,0
1566,6,133.833,0,0,0,0,0
1567,6,134.833,0,0,0,0,0
1568,6,135.833,0,0,0,0,0
1569,6,136.833,0,0,0,0,0
1570,6,137.833,0,0,0,0,0
1571,6,138.833,0,0,0,0,0
1572,6,139.833,0,0,0,0,0
1573,6,140.833,0,0,0,0,0
1574,6,141.833,0,0,0,0,0
1575,6,142.833,0,0,0,0,0
1576,6,143.833,0,0,0,0,0
1577,6,144.833,0,0,0,0,0
1578,6,145.833,0,0,0,0,0
1579,6,146.833,0,0,0,0,0
1580,6,147.833,0,0,0,0,0
1581,6,148.833,0,0,0,0,0
1582,6,149.833,0,0,0,0,0
1583,6,150.833,0,0,0,0,0
1584,5,168.6,1,1,0,0,0
1585,5,169.6,0,0,0,0,0
1586,5,170.6,0,0,0,0,0
1587,5,171.6,0,0,0,0,0
1588,5,172.6,0,0,0,0,0
1589,5,173.6,0,0,0,0,0
1590,5,174.6,0,0,0,0,0
1591,5,175.6,0,0,0,0,0
1592,5,176.6,0,0,0,0,0
1593,5,177.6,0,0,0,0,0
1594,5,178.6,0,0,0,0,0
1595,5,179.6,0,0,0,0,0
1596,5,180.6,0,0,0,0,0
1597,5,181.6,0,0,0,0,0
1598,5,182.6,0,0,0,0,0
1599,5,183.6,0,0,0,0,0
1600,5,184.6,0,0,0,0,0
1601,5,185.6,0,0,0,0,0
1602,5,186.6,0,0,0,0,0
1603,5,187.6,0,0,0,0,0
1604,5,188.6,0,0,0,0,0
1605,5,189.6,0,0,0,0,0
1606,5,190.6,0,0,0,0,0
1607,6,159.667,0,0,0,1,0
1608,6,160.667,1,0,0,0,0
1609,6,161.667,0,0,0,0,0
1610,6,162.667,0,0,0,0,0
1611,6,163.667,0,0,0,0,0
1612,6,164.667,0,0,0,0,0
1613,6,165.667,0,0,0,0,0
1614,6,166.667,0,0,0,0,0
1615,6,167.667,0,0,0,0,0
1616,6,168.667,0,0,0,0,0
1617,6,169.667,0,0,0,0,0
1618,6,170.667,0,0,0,0,0
1619,6,171.667,0,0,0,0,0
1620,6,172.667,0,0,0,0,0
1621,6,173.667,0,0,0,0,0
1622,6,174.667,0,0,0,0,0
1623,6,175.667,0,0,0,0,0
1624,6,176.667,0,0,0,0,0
1625,6,177.667,0,0,0,0,0
1626,6,178.667,0,0,0,0,0
1627,6,179.667,0,0,0,0,0
1628,6,180.667,0,0,0,0,0
1629,6,181.667,0,0,0,0,0
1630,6,182.667,0,0,0,0,0
1631,6,183.667,0,0,0,0,0
1632,6,184.667,0,0,0,0,0
1633,6,185.667,0,0,0,0,0
1634,6,186.667,0,0,0,0,0
1635,6,187.667,0,0,0,0,0
1636,6,188.667,0,0,0,0,0
1637,6,189.667,0,0,0,0,0
1638,6,190.667,0,0,0,0,0
1639,6,191.667,0,0,0,0,0
1640,7,165.143,1,0,0,1,0
1641,7,166.143,1,0,0,0,0
1642,5,144.4,1,2,0,0,0
1643,5,145.4,0,0,0,0,0
1644,5,146.4,0,0,0,0,0
1645,5,147.4,0,0,0,0,0
1646,5,148.4,0,0,0,0,0
1647,5,149.4,0,0,0,0,0
1648,5,150.4,0,0,0,0,0
1649,5,151.4,0,0,0,0,0
1650,5,152.4,0,0,0,0,0
1651,5,153.4,0,0,0,0,0
1652,5,154.4,0,0,0,0,0
1653,5,155.4,0,0,0,0,0
1654,5,156.4,0,0,0,0,0
1655,5,157.4,0,0,0,0,0
1656,5,158.4,0,0,0,0,0
1657,5,159.4,0,0,0,0,0
1658,5,160.4,0,0,0,0,0
1659,5,161.4,0,0,0,0,0
1660,5,162.4,0,0,0,0,0
1661,5,163.4,0,0,0,0,0
1662,5,164.4,0,0,0,0,0
1663,5,165.4,0,0,0,0,0
1664,5,166.4,0,0,0,0,0
1665,5,167.4,0,0,0,0,0
1666,5,168.4,0,0,0,0,0
1667,5,169.4,0,0,0,0,0
1668,5,170.4,0,0,0,0,0
1669,5,171.4,0,0,0,0,0
1670,5,172.4,0,0,0,0,0
1671,5,173.4,0,0,0,0,0
1672,5,174.4,0,0,0,0,0
1673,5,175.4,0,0,0,0,0
1674,5,176.4,0,0,0,0,0
1675,5,177.4,0,0,0,0,0
1676,5,178.4,0,0,0,0,0
1677,5,179.4,0,0,0,0,0
1678,5,180.4,0,0,0,0,0
1679,5,181.4,0,0,0,0,0
1680,5,182.4,0,0,0,0,0
1681,5,183.4,0,0,0,0,0
1682,5,184.4,0,0,0,0,0
1683,5,185.4,0,0,0,0,0
1684,5,186.4,0,0,0,0,0
1685,6,156.167,0,0,0,0,1
1686,6,157.167,0,0,0,0,0
1687,6,158.167,0,0,0,0,0
1688,6,159.167,0,0,0,0,0
1689,6,160.167,0,0,0,0,0
1690,6,161.167,0,0,0,0,0
1691,6,162.167,0,0,0,0,0
1692,6,163.167,0,0,0,0,0
1693,6,164.167,0,0,0,0,0
1694,6,165.167,0,0,0,0,0
1695,6,166.167,0,0,0,0,0
1696,6,167.167,0,0,0,0,0
1697,6,168.167,0,0,0,0,0
1698,6,169.167,0,0,0,0,0
1699,6,170.167,0,0,0,0,0
1700,6,171.167,0,0,0,0,0
1701,6,172.167,0,0,0,0,0
1702,6,173.167,0,0,0,0,0
1703,6,174.167,0,0,0,0,0
1704,6,175.167,0,0,0,0,0
1705,6,176.167,0,0,0,0,0
1706,6,177.167,0,0,0,0,0
1707,6,178.167,0,0,0,0,0
1708,6,179.167,0,0,0,0,0
1709,6,180.167,0,0,0,0,0
1710,6,181.167,0,0,0,0,0
1711,6,182.167,0,0,0,0,0
1712,6,183.167,0,0,0,0,0
1713,6,184.167,0,0,0,0,0
1714,6,185.167,0,0,0,0,0
1715,6,186.167,0,0,0,0,0
1716,6,187.167,0,0,0,0,0
1717,6,188.167,0,0,0,0,0
1718,6,189.167,0,0,0,0,0
1719,6,190.167,0,0,0,0,0
1720,6,191.167,0,0,0,0,0
1721,6,192.167,0,0,0,0,0
1722,6,193.167,0,0,0,0,0
1723,6,194.167,0,0,0,0,0
1724,6,195.167,0,0,0,0,0
1725,6,196.167,0,0,0,0,0
1726,6,197.167,0,0,0,0,0
1727,6,198.167,0,0,0,0,0
1728,6,199.167,0,0,0,0,0
1729,6,200.167,0,0,0,0,0
1730,6,201.167,0,0,0,0,0
1731,6,202.167,0,0,0,0,0
1732,6,203.167,0,0,0,0,0
1733,6,204.167,0,0,0,0,0
1734,6,205.167,1,0,0,0,0
1735,6,206.167,0,0,0,0,0
1736,6,207.167,0,0,0,0,0
1737,6,208.167,0,0,0,0,0
1738,6,209.167,0,0,0,0,0
1739,6,210.167,0,0,0,0,0
1740,6,211.167,0,0,0,0,0
1741,6,212.167,0,0,0,0,0
1742,6,213.167,0,0,0,0,0
1743,6,214.167,0,0,0,0,0
1744,6,215.167,1,0,0,0,0
1745,6,216.167,0,0,0,0,0
1746,6,217.167,0,0,0,0,0
1747,6,218.167,0,0,0,0,0
1748,6,219.167,0,0,0,0,0
1749,6,220.167,0,0,0,0,0
1750,6,221.167,0,0,0,0,0
1751,6,222.167,0,0,0,0,0
1752,6,223.167,0,0,0,0,0
1753,6,224.167,0,0,0,0,0
1754,6,225.167,0,0,0,0,0
1755,6,226.167,0,0,0,0,0
1756,6,227.167,0,0,0,0,0
1757,6,228.167,0,0,0,0,0
1758,6,229.167,0,0,0,0,0
1759,6,230.167,0,0,0,0,0
1760,6,231.167,0,0,0,0,0
1761,6,232.167,0,0,0,0,0
1762,6,233.167,0,0,0,0,0
1763,6,234.167,0,0,0,0,0
1764,6,235.167,0,0,0,0,0
1765,6,236.167,0,0,0,0,0
1766,7,203.286,0,0,0,0,1
1767,7,204.286,0,0,0,0,0
1768,7,205.286,0,0,0,0,0
1769,7,206.286,0,0,0,0,0
1770,7,207.286,0,0,0,0,0
1771,7,208.286,0,0,0,0,0
1772,7,209.286,0,0,0,0,0
1773,7,210.286,0,0,0,0,0
1774,7,211.286,0,0,0,0,0
1775,7,212.286,0,0,0,0,0
1776,7,213.286,0,0,0,0,0
1777,7,214.286,0,0,0,0,0
1778,7,215.286,0,0,0,0,0
1779,7,216.286,0,0,0,0,0
1780,7,217.286,0,0,0,0,0
1781,7,218.286,0,0,0,0,0
1782,7,219.286,0,0,0,0,0
1783,7,220.286,0,0,0,0,0
1784,7,221.286,0,0,0,0,0
1785,7,222.286,0,0,0,0,0
1786,7,223.286,0,0,0,0,0
1787,7,224.286,0,0,0,0,0
1788,7,225.286,0,0,0,0,0
1789,7,226.286,0,0,0,0,0
1790,7,227.286,0,0,0,0,0
1791,7,228.286,0,0,0,0,0
1792,7,229.286,0,0,0,0,0
1793,7,230.286,0,0,0,0,0
1794,7,231.286,0,0,0,0,0
1795,7,232.286,0,0,0,0,0
1796,7,233.286,0,0,0,0,0
1797,7,234.286,0,0,0,0,0
1798,7,235.286,0,0,0,0,0
1799,7,236.286,0,0,0,0,0
1800,7,237.286,0,0,0,0,0
1801,7,238.286,0,0,0,0,0
1802,7,239.286,0,0,0,0,0
1803,8,210.25,0,0,0,0,1
1804,8,211.25,0,0,0,0,0
1805,8,212.25,0,0,0,0,0
1806,8,213.25,0,0,0,0,0
1807,8,214.25,0,0,0,0,0
1808,8,215.25,0,0,0,0,0
1809,8,216.25,0,0,0,0,0
1810,8,217.25,0,0,0,0,0
1811,8,218.25,0,0,0,0,0
1812,8,219.25,0,0,0,0,0
1813,8,220.25,0,0,0,0,0
1814,8,221.25,0,0,0,0,0
1815,8,222.25,0,0,0,0,0
1816,8,223.25,0,0,0,0,0
1817,8,224.25,0,0,0,0,0
1818,8,225.25,0,0,0,0,0
1819,8,226.25,0,0,0,0,0
1820,8,227.25,0,0,0,0,0
1821,8,228.25,0,0,0,0,0
1822,8,229.25,0,0,0,0,0
1823,8,230.25,0,0,0,0,0
1824,8,231.25,0,0,0,0,0
1825,8,232.25,0,0,0,0,0
1826,8,233.25,0,0,0,0,0
1827,8,234.25,0,0,0,0,0
1828,8,235.25,0,0,0,0,0
1829,8,236.25,0,0,0,0,0
1830,8,237.25,0,0,0,0,0
1831,8,238.25,0,0,0,0,0
1832,8,239.25,0,0,0,0,0
1833,8,240.25,0,0,0,0,0
1834,8,241.25,0,0,0,0,0
1835,8,242.25,0,0,0,0,0
1836,8,243.25,0,0,0,0,0
1837,8,244.25,0,0,0,0,0
1838,8,245.25,0,0,0,0,0
1839,8,246.25,0,0,0,0,0
1840,8,247.25,0,0,0,0,0
1841,8,248.25,0,0,0,0,0
1842,8,249.25,0,0,0,0,0
1843,8,250.25,0,0,0,0,0
1844,8,251.25,0,0,0,0,0
1845,8,252.25,0,0,0,0,0
1846,8,253.25,0,0,0,0,0
1847,8,254.25,0,0,0,0,0
1848,8,255.25,0,0,0,0,0
1849,8,256.25,0,0,0,0,0
1850,8,257.25,0,0,0,0,0
1851,8,258.25,0,0,0,0,0
1852,8,259.25,0,0,0,0,0
1853,8,260.25,0,0,0,0,0
1854,8,261.25,0,0,0,0,0
1855,8,262.25,0,0,0,0,0
1856,8,263.25,0,0,0,0,0
1857,9,234.889,0,0,0,1,0
1858,9,235.889,1,0,0,0,0
1859,8,244.75,2,1,0,0,0
1860,8,245.75,0,0,0,0,0
1861,8,246.75,0,0,0,0,0
1862,8,247.75,0,0,0,0,0
1863,8,248.75,0,0,0,0,0
1864,8,249.75,1,0,0,0,0
1865,8,250.75,1,0,0,0,0
1866,8,251.75,1,0,0,0,0
1867,8,252.75,1,0,0,0,0
1868,8,253.75,1,0,0,0,0
1869,8,254.75,1,0,0,0,0
1870,6,240,1,2,0,0,0
1871,6,241,0,0,0,0,0
1872,6,242,0,0,0,0,0
1873,6,243,0,0,0,0,0
1874,6,244,0,0,0,0,0
1875,6,245,0,0,0,0,0
1876,6,246,0,0,0,0,0
1877,6,247,0,0,0,0,0
1878,6,248,0,0,0,0,0
1879,6,249,0,0,0,0,0
1880,6,250,0,0,0,0,0
1881,6,251,0,0,0,0,0
1882,6,252,0,0,0,0,0
1883,6,253,0,0,0,0,0
1884,6,254,0,0,0,0,0
1885,6,255,0,0,0,0,0
1886,6,256,0,0,0,0,0
1887,6,257,0,0,0,0,0
1888,6,258,0,0,0,0,0
1889,6,259,0,0,0,0,0
1890,6,260,0,0,0,0,0
1891,6,261,0,0,0,0,0
1892,6,262,0,0,0,0,0
1893,6,263,0,0,0,0,0
1894,6,264,0,0,0,0,0
1895,6,265,0,0,0,0,0
1896,6,266,0,0,0,0,0
1897,6,267,0,0,0,0,0
1898,6,268,0,0,0,0,0
1899,6,269,0,0,0,0,0
1900,6,270,0,0,0,0,0
1901,6,271,0,0,0,0,0
1902,6,272,0,0,0,0,0
1903,6,273,0,0,0,0,0
1904,6,274,0,0,0,0,0
1905,6,275,0,0,0,0,0
1906,6,276,0,0,0,0,0
1907,6,277,0,0,0,0,0
1908,6,278,0,0,0,0,0
1909,6,279,0,0,0,0,0
1910,6,280,0,0,0,0,0
1911,6,281,0,0,0,0,0
1912,6,282,0,0,0,0,0
1913,6,283,0,0,0,0,0
1914,6,284,0,0,0,0,0
1915,6,285,0,0,0,0,0
1916,6,286,0,0,0,0,0
1917,6,287,0,0,0,0,0
1918,6,288,0,0,0,0,0
1919,6,289,0,0,0,0,0
1920,6,290,0,0,0,0,0
1921,6,291,0,0,0,0,0
1922,6,292,0,0,0,0,0
1923,6,293,0,0,0,0,0
1924,7,252,0,0,0,1,0
1925,6,295,1,1,0,0,0
1926,7,253.714,0,0,0,1,0
1927,7,254.714,1,0,0,0,0
1928,7,255.714,1,0,0,0,0
1929,7,256.714,0,0,0,0,0
1930,7,257.714,0,0,0,0,0
1931,7,258.714,0,0,0,0,0
1932,7,259.714,0,0,0,0,0
1933,7,260.714,0,0,0,0,0
1934,7,261.714,0,0,0,0,0
1935,7,262.714,0,0,0,0,0
1936,7,263.714,0,0,0,0,0
1937,7,264.714,0,0,0,0,0
1938,7,265.714,0,0,0,0,0
1939,7,266.714,0,0,0,0,0
1940,7,267.714,0,0,0,0,0
1941,7,268.714,0,0,0,0,0
1942,7,269.714,0,0,0,0,0
1943,7,270.714,0,0,0,0,0
1944,7,271.714,0,0,0,0,0
1945,7,272.714,0,0,0,0,0
1946,7,273.714,0,0,0,0,0
1947,7,274.714,0,0,0,0,0
1948,8,241.25,0,0,0,1,0
1949,9,215.333,1,0,0,0,1
1950,9,216.333,1,0,0,0,0
1951,9,217.333,0,0,0,0,0
1952,9,218.333,0,0,0,0,0
1953,9,219.333,0,0,0,0,0
1954,9,220.333,0,0,0,0,0
1955,9,221.333,0,0,0,0,0
1956,9,222.333,0,0,0,0,0
1957,9,223.333,0,0,0,0,0
1958,9,224.333,0,0,0,0,0
1959,9,225.333,0,0,0,0,0
1960,9,226.333,0,0,0,0,0
1961,9,227.333,0,0,0,0,0
1962,9,228.333,0,0,0,0,0
1963,9,229.333,0,0,0,0,0
1964,9,230.333,0,0,0,0,0
1965,9,231.333,0,0,0,0,0
1966,9,232.333,0,0,0,0,0
1967,9,233.333,0,0,0,0,0
1968,9,234.333,0,0,0,0,0
1969,9,235.333,0,0,0,0,0
1970,9,236.333,0,0,0,0,0
1971,9,237.333,0,0,0,0,0
1972,9,238.333,0,0,0,0,0
1973,9,239.333,0,0,0,0,0
1974,9,240.333,0,0,0,0,0
1975,10,217.2,0,0,0,1,0
1976,10,218.2,1,0,0,0,0
1977,8,252,1,2,0,0,0
1978,8,253,0,0,0,0,0
1979,8,254,0,0,0,0,0
1980,8,255,0,0,0,0,0
1981,8,256,0,0,0,0,0
1982,8,257,0,0,0,0,0
1983,8,258,0,0,0,0,0
1984,8,259,0,0,0,0,0
1985,8,260,0,0,0,0,0
1986,8,261,0,0,0,0,0
1987,8,262,0,0,0,0,0
1988,8,263,0,0,0,0,0
1989,8,264,0,0,0,0,0
1990,8,265,0,0,0,0,0
1991,8,266,0,0,0,0,0
1992,8,267,0,0,0,0,0
1993,9,238.222,0,0,0,1,0
1994,9,239.222,1,0,0,0,0
1995,8,241.625,1,1,0,0,0
1996,8,242.625,0,0,0,0,0
1997,8,243.625,0,0,0,0,0
1998,8,244.625,0,0,0,0,0
1999,8,245.625,0,0,0,0,0
2000,8,246.625,0,0,0,0,0
2001,8,247.625,0,0,0,0,0
2002,8,248.625,0,0,0,0,0
2003,8,249.625,0,0,0,0,0
2004,8,250.625,0,0,0,0,0
2005,8,251.625,0,0,0,0,0
2006,8,252.625,0,0,0,0,0
2007,9,225.444,0,0,0,0,1
2008,9,226.444,0,0,0,0,0
2009,9,227.444,0,0,0,0,0
2010,9,228.444,0,0,0,0,0
2011,9,229.444,0,0,0,0,0
2012,9,230.444,0,0,0,0,0
2013,9,231.444,0,0,0,0,0
2014,9,232.444,0,0,0,0,0
2015,9,233.444,0,0,0,0,0
2016,9,234.444,0,0,0,0,0
2017,9,235.444,0,0,0,0,0
2018,9,236.444,0,0,0,0,0
2019,9,237.444,0,0,0,0,0
2020,9,238.444,0,0,0,0,0
2021,9,239.444,0,0,0,0,0
2022,9,240.444,0,0,0,0,0
2023,9,241.444,0,0,0,0,0
2024,9,242.444,0,0,0,0,0
2025,9,243.444,0,0,0,0,0
2026,9,244.444,0,0,0,0,0
2027,9,245.444,0,0,0,0,0
2028,10,221.8,0,0,0,1,0
2029,9,247.444,1,1,0,0,0
2030,9,248.444,0,0,0,0,0
2031,9,249.444,0,0,0,0,0
2032,9,250.444,0,0,0,0,0
2033,9,251.444,0,0,0,0,0
2034,9,252.444,0,0,0,0,0
2035,9,253.444,0,0,0,0,0
2036,9,254.444,0,0,0,0,0
2037,9,255.444,0,0,0,0,0
2038,9,256.444,0,0,0,0,0
2039,9,257.444,0,0,0,0,0
2040,9,258.444,0,0,0,0,0
2041,9,259.444,0,0,0,0,0
2042,9,260.444,0,0,0,0,0
2043,9,261.444,0,0,0,0,0
2044,9,262.444,0,0,0,0,0
2045,9,263.444,0,0,0,0,0
2046,9,264.444,0,0,0,0,0
2047,9,265.444,0,0,0,0,0
2048,9,266.444,0,0,0,0,0
2049,9,267.444,0,0,0,0,0
2050,9,268.444,0,0,0,0,0
2051,9,269.444,0,0,0,0,0
2052,9,270.444,0,0,0,0,0
2053,9,271.444,0,0,0,0,0
2054,9,272.444,0,0,0,0,0
2055,9,273.444,0,0,0,0,0
2056,9,274.444,0,0,0,0,0
2057,9,275.444,0,0,0,0,0
2058,9,276.444,0,0,0,0,0
2059,9,277.444,0,0,0,0,0
2060,9,278.444,0,0,0,0,0
2061,9,279.444,0,0,0,0,0
2062,9,280.444,0,0,0,0,0
2063,9,281.444,0,0,0,0,0
2064,9,282.444,0,0,0,0,0
2065,9,283.444,0,0,0,0,0
2066,9,284.444,0,0,0,0,0
2067,9,285.444,1,0,0,0,0
2068,9,286.444,0,0,0,0,0
2069,9,287.444,0,0,0,0,0
2070,9,288.444,0,0,0,0,0
2071,9,289.444,0,0,0,0,0
2072,9,290.444,0,0,0,0,0
2073,9,291.444,0,0,0,0,0
2074,9,292.444,0,0,0,0,0
2075,9,293.444,0,0,0,0,0
2076,9,294.444,0,0,0,0,0
2077,9,295.444,0,0,0,0,0
2078,9,296.444,0,0,0,0,0
2079,9,297.444,0,0,0,0,0
2080,9,298.444,0,0,0,0,0
2081,9,299.444,0,0,0,0,0
2082,9,300.444,0,0,0,0,0
2083,9,301.444,0,0,0,0,0
2084,10,272.2,0,0,0,1,0
2085,10,273.2,1,0,0,0,0
2086,10,274.2,1,0,0,0,0
2087,10,275.2,1,0,0,0,0
2088,10,276.2,1,0,0,0,0
2089,8,333.875,1,2,0,0,0
2090,8,334.875,0,0,0,0,0
2091,8,335.875,0,0,0,0,0
2092,8,336.875,0,0,0,0,0
2093,8,337.875,0,0,0,0,0
2094,8,338.875,0,0,0,0,0
2095,8,339.875,0,0,0,0,0
2096,8,340.875,0,0,0,0,0
2097,8,341.875,0,0,0,0,0
2098,8,342.875,0,0,0,0,0
2099,8,343.875,0,0,0,0,0
2100,8,344.875,0,0,0,0,0
2101,8,345.875,0,0,0,0,0
2102,8,346.875,0,0,0,0,0
2103,8,347.875,0,0,0,0,0
2104,8,348.875,0,0,0,0,0
2105,8,349.875,0,0,0,0,0
2106,8,350.875,0,0,0,0,0
2107,8,351.875,0,0,0,0,0
2108,8,352.875,0,0,0,0,0
2109,8,353.875,0,0,0,0,0
2110,9,315.444,0,0,0,1,0
2111,8,355.875,1,1,0,0,0
2112,8,356.875,0,0,0,0,0
2113,8,357.875,0,0,0,0,0
2114,8,358.875,0,0,0,0,0
2115,8,359.875,0,0,0,0,0
2116,8,360.875,0,0,0,0,0
2117,8,361.875,0,0,0,0,0
2118,8,362.875,0,0,0,0,0
2119,8,363.875,0,0,0,0,0
2120,8,364.875,0,0,0,0,0
2121,8,365.875,0,0,0,0,0
2122,8,366.875,0,0,0,0,0
2123,8,367.875,0,0,0,0,0
2124,8,368.875,0,0,0,0,0
2125,8,369.875,0,0,0,0,0
2126,8,370.875,0,0,0,0,0
2127,8,371.875,1,0,0,0,0
2128,8,372.875,0,0,0,0,0
2129,8,373.875,0,0,0,0,0
2130,8,374.875,0,0,0,0,0
2131,8,375.875,0,0,0,0,0
2132,7,332,1,1,0,0,0
2133,7,333,0,0,0,0,0
2134,7,334,0,0,0,0,0
2135,7,335,0,0,0,0,0
2136,7,336,0,0,0,0,0
2137,7,337,0,0,0,0,0
2138,7,338,0,0,0,0,0
2139,8,296.625,0,0,0,1,0
2140,8,297.625,1,0,0,0,0
2141,8,298.625,1,0,0,0,0
2142,8,299.625,0,0,0,0,0
2143,8,300.625,0,0,0,0,0
2144,8,301.625,0,0,0,0,0
2145,8,302.625,0,0,0,0,0
2146,8,303.625,0,0,0,0,0
2147,8,304.625,0,0,0,0,0
2148,8,305.625,0,0,0,0,0
2149,9,272.556,0,0,0,1,0
2150,9,273.556,1,0,0,0,0
2151,9,274.556,0,0,0,0,0
2152,9,275.556,0,0,0,0,0
2153,9,276.556,0,0,0,0,0
2154,9,277.556,0,0,0,0,0
2155,10,250.7,0,0,0,1,0
2156,10,251.7,1,0,0,0,0
2157,9,280.556,1,1,0,0,0
2158,9,281.556,0,0,0,0,0
2159,9,282.556,0,0,0,0,0
2160,9,283.556,0,0,0,0,0
2161,9,284.556,0,0,0,0,0
2162,9,285.556,0,0,0,0,0
2163,9,286.556,0,0,0,0,0
2164,9,287.556,0,0,0,0,0
2165,9,288.556,0,0,0,0,0
2166,9,289.556,0,0,0,0,0
2167,9,290.556,0,0,0,0,0
2168,9,291.556,0,0,0,0,0
2169,9,292.556,0,0,0,0,0
2170,9,293.556,0,0,0,0,0
2171,9,294.556,0,0,0,0,0
2172,9,295.556,0,0,0,0,0
2173,9,296.556,0,0,0,0,0
2174,9,297.556,0,0,0,0,0
2175,9,298.556,0,0,0,0,0
2176,9,299.556,0,0,0,0,0
2177,9,300.556,0,0,0,0,0
2178,9,301.556,0,0,0,0,0
2179,9,302.556,0,0,0,0,0
2180,9,303.556,0,0,0,0,0
2181,9,304.556,0,0,0,0,0
2182,9,305.556,0,0,0,0,0
2183,9,306.556,0,0,0,0,0
2184,9,307.556,0,0,0,0,0
2185,9,308.556,0,0,0,0,0
2186,9,309.556,0,0,0,0,0
2187,9,310.556,0,0,0,0,0
2188,9,311.556,0,0,0,0,0
2189,9,312.556,0,0,0,0,0
2190,9,313.556,0,0,0,0,0
2191,10,283.1,0,0,0,1,0
2192,10,284.1,1,0,0,0,0
2193,10,285.1,1,0,0,0,0
2194,10,286.1,1,0,0,0,0
2195,10,287.1,1,0,0,0,0
2196,9,319.556,2,1,0,0,0
2197,9,320.556,0,0,0,0,0
2198,9,321.556,0,0,0,0,0
2199,9,322.556,0,0,0,0,0
2200,9,323.556,0,0,0,0,0
2201,9,324.556,0,0,0,0,0
2202,8,341.875,1,1,0,0,0
2203,8,342.875,0,0,0,0,0
2204,8,343.875,0,0,0,0,0
2205,8,344.875,0,0,0,0,0
2206,8,345.875,0,0,0,0,0
2207,8,346.875,0,0,0,0,0
2208,8,347.875,0,0,0,0,0
2209,8,348.875,0,0,0,0,0
2210,8,349.875,0,0,0,0,0
2211,9,311.889,0,0,0,1,0
2212,8,351.875,1,1,0,0,0
2213,8,352.875,0,0,0,0,0
2214,8,353.875,0,0,0,0,0
2215,8,354.875,0,0,0,0,0
2216,8,355.875,0,0,0,0,0
2217,8,356.875,0,0,0,0,0
2218,8,357.875,0,0,0,0,0
2219,8,358.875,0,0,0,0,0
2220,8,359.875,0,0,0,0,0
2221,8,360.875,0,0,0,0,0
2222,8,361.875,0,0,0,0,0
2223,8,362.875,0,0,0,0,0
2224,8,363.875,0,0,0,0,0
2225,8,364.875,0,0,0,0,0
2226,8,365.875,0,0,0,0,0
2227,9,326.111,0,0,0,1,0
2228,9,327.111,1,0,0,0,0
2229,9,328.111,1,0,0,0,0
2230,9,329.111,0,0,0,0,0
2231,9,330.111,0,0,0,0,0
2232,9,331.111,0,0,0,0,0
2233,9,332.111,0,0,0,0,0
2234,9,333.111,0,0,0,0,0
2235,9,334.111,0,0,0,0,0
2236,9,335.111,0,0,0,0,0
2237,9,336.111,0,0,0,0,0
2238,9,337.111,0,0,0,0,0
2239,9,338.111,0,0,0,0,0
2240,9,339.111,0,0,0,0,0
2241,9,340.111,0,0,0,0,0
2242,10,307,0,0,0,1,0
2243,10,307.9,1,1,0,1,0
2244,9,272.444,1,1,0,0,0
2245,9,273.444,0,0,0,0,0
2246,9,274.444,0,0,0,0,0
2247,9,275.444,0,0,0,0,0
2248,9,276.444,0,0,0,0,0
2249,9,277.444,0,0,0,0,0
2250,9,278.444,0,0,0,0,0
2251,9,279.444,0,0,0,0,0
2252,9,280.444,0,0,0,0,0
2253,9,281.444,0,0,0,0,0
2254,9,282.444,0,0,0,0,0
2255,9,283.444,0,0,0,0,0
2256,9,284.444,0,0,0,0,0
2257,9,285.444,0,0,0,0,0
2258,9,286.444,0,0,0,0,0
2259,9,287.444,0,0,0,0,0
2260,9,288.444,0,0,0,0,0
2261,9,289.444,0,0,0,0,0
2262,9,290.444,0,0,0,0,0
2263,9,291.444,0,0,0,0,0
2264,9,292.444,0,0,0,0,0
2265,9,293.444,0,0,0,0,0
2266,9,294.444,0,0,0,0,0
2267,9,295.444,0,0,0,0,0
2268,9,296.444,0,0,0,0,0
2269,9,297.444,0,0,0,0,0
2270,9,298.444,0,0,0,0,0
2271,9,299.444,0,0,0,0,0
2272,9,300.444,0,0,0,0,0
2273,8,298.625,0,0,1,0,0
2274,8,299.625,0,0,0,0,0
2275,8,300.625,0,0,0,0,0
2276,8,301.625,0,0,0,0,0
2277,8,302.625,0,0,0,0,0
2278,8,303.625,0,0,0,0,0
2279,8,304.625,0,0,0,0,0
2280,8,305.625,0,0,0,0,0
2281,8,306.625,0,0,0,0,0
2282,8,307.625,0,0,0,0,0
2283,8,308.625,0,0,0,0,0
2284,8,309.625,0,0,0,0,0
2285,8,310.625,0,0,0,0,0
2286,8,311.625,0,0,0,0,0
2287,8,312.625,0,0,0,0,0
2288,8,313.625,0,0,0,0,0
2289,8,314.625,0,0,0,0,0
2290,8,315.625,0,0,0,0,0
2291,8,316.625,0,0,0,0,0
2292,8,317.625,0,0,0,0,0
