tick,population,average_age,collisions,deaths_collision,deaths_age,births_clone,births_spontaneous
771,13,215.615,0,0,0,0,0
772,13,216.615,0,0,0,0,0
773,13,217.615,0,0,0,0,0
774,13,218.615,0,0,0,0,0
775,13,219.615,0,0,0,0,0
776,13,220.615,0,0,0,0,0
777,13,221.615,0,0,0,0,0
778,13,222.615,0,0,0,0,0
779,13,223.615,0,0,0,0,0
780,13,224.615,0,0,0,0,0
781,14,209.5,0,0,0,1,0
782,14,210.5,1,0,0,0,0
783,14,211.5,1,0,0,0,0
784,14,212.5,0,0,0,0,0
785,14,213.5,0,0,0,0,0
786,14,214.5,0,0,0,0,0
787,14,215.5,0,0,0,0,0
788,15,202.067,0,0,0,1,0
789,15,203.067,1,0,0,0,0
790,14,174.714,1,1,0,0,0
791,14,175.714,0,0,0,0,0
792,15,164.933,0,0,0,1,0
793,15,165.933,1,0,0,0,0
794,15,166.933,0,0,0,0,0
795,15,167.933,0,0,0,0,0
796,15,168.933,0,0,0,0,0
797,15,169.933,0,0,0,0,0
798,15,170.933,0,0,0,0,0
799,15,171.933,0,0,0,0,0
800,15,172.933,0,0,0,0,0
801,15,173.933,0,0,0,0,0
802,15,174.933,0,0,0,0,0
803,15,175.933,0,0,0,0,0
804,16,165.875,0,0,0,1,0
805,17,157.059,1,0,0,1,0
806,17,158.059,1,0,0,0,0
807,17,159.059,1,0,0,0,0
808,17,160.059,1,0,0,0,0
809,16,148.625,1,1,0,0,0
810,14,156.429,1,2,0,0,0
811,14,157.429,0,0,0,0,0
812,14,158.429,0,0,0,0,0
813,14,159.429,0,0,0,0,0
814,14,160.429,0,0,0,0,0
815,14,161.429,0,0,0,0,0
816,14,162.429,0,0,0,0,0
817,14,163.429,0,0,0,0,0
818,15,153.467,0,0,0,1,0
819,14,164.429,1,1,0,0,0
820,14,165.429,0,0,0,0,0
821,14,166.429,0,0,0,0,0
822,14,167.429,0,0,0,0,0
823,14,168.429,0,0,0,0,0
824,14,169.429,0,0,0,0,0
825,14,170.429,0,0,0,0,0
826,14,171.429,0,0,0,0,0
827,14,172.429,0,0,0,0,0
828,14,173.429,0,0,0,0,0
829,14,174.429,0,0,0,0,0
830,14,175.429,0,0,0,0,0
831,14,176.429,0,0,0,0,0
832,14,177.429,0,0,0,0,0
833,14,178.429,0,0,0,0,0
834,15,167.467,0,0,0,1,0
835,16,157.938,1,0,0,1,0
836,16,158.938,2,0,0,0,0
837,16,159.938,2,0,0,0,0
838,17,151.471,2,0,0,1,0
839,16,161.688,3,1,0,0,0
840,16,162.688,1,0,0,0,0
841,16,163.688,1,0,0,0,0
842,16,136,1,1,0,1,0
843,16,137,1,0,0,0,0
844,16,138,1,0,0,0,0
845,15,128.067,1,0,1,0,0
846,15,129.067,1,0,0,0,0
847,16,121.938,1,0,0,1,0
848,17,115.706,2,0,0,0,1
849,17,116.706,1,0,0,0,0
850,17,117.706,1,0,0,0,0
851,17,118.706,1,0,0,0,0
852,17,119.706,1,0,0,0,0
853,18,114,1,0,0,1,0
854,18,114.667,2,1,0,0,1
855,17,121.294,2,1,0,0,0
856,17,122.294,1,0,0,0,0
857,17,123.294,1,0,0,0,0
858,17,124.294,1,0,0,0,0
859,17,125.294,1,0,0,0,0
860,17,126.294,1,0,0,0,0
861,17,127.294,1,0,0,0,0
862,16,135.062,1,1,0,0,0
863,16,136.062,0,0,0,0,0
864,16,137.062,0,0,0,0,0
865,16,138.062,0,0,0,0,0
866,16,139.062,0,0,0,0,0
867,16,140.062,0,0,0,0,0
868,16,141.062,0,0,0,0,0
869,16,142.062,0,0,0,0,0
870,17,134.647,0,0,0,1,0
871,17,135.647,1,0,0,0,0
872,17,136.647,1,0,0,0,0
873,17,137.647,1,0,0,0,0
874,17,138.647,1,0,0,0,0
875,17,139.647,1,0,0,0,0
876,17,140.647,1,0,0,0,0
877,17,141.647,1,0,0,0,0
878,16,149.062,2,1,0,0,0
879,16,150.062,1,0,0,0,0
880,16,151.062,1,0,0,0,0
881,16,152.062,1,0,0,0,0
882,16,153.062,1,0,0,0,0
883,14,169.571,1,2,0,0,0
884,14,170.571,0,0,0,0,0
885,14,171.571,0,0,0,0,0
886,15,161.067,0,0,0,1,0
887,15,162.067,1,0,0,0,0
888,14,142.429,1,1,0,0,0
889,14,143.429,0,0,0,0,0
890,15,134.8,0,0,0,1,0
891,15,135.8,1,0,0,0,0
892,15,136.8,0,0,0,0,0
893,15,137.8,0,0,0,0,0
894,15,138.8,0,0,0,0,0
895,15,139.8,0,0,0,0,0
896,15,140.8,0,0,0,0,0
897,15,141.8,0,0,0,0,0
898,15,142.8,0,0,0,0,0
899,15,143.8,0,0,0,0,0
900,15,144.8,0,0,0,0,0
901,15,145.8,0,0,0,0,0
902,15,146.8,0,0,0,0,0
903,15,147.8,0,0,0,0,0
904,15,148.8,0,0,0,0,0
905,15,149.8,0,0,0,0,0
906,15,150.8,0,0,0,0,0
907,15,151.8,0,0,0,0,0
908,15,152.8,0,0,0,0,0
909,15,153.8,0,0,0,0,0
910,16,145.125,0,0,0,1,0
911,16,146.125,1,0,0,0,0
912,16,147.125,0,0,0,0,0
913,16,148.125,0,0,0,0,0
914,16,149.125,0,0,0,0,0
915,16,150.125,0,0,0,0,0
916,16,151.125,1,0,0,0,0
917,17,143.176,0,0,0,0,1
918,17,144.176,0,0,0,0,0
919,17,145.176,0,0,0,0,0
920,17,146.176,0,0,0,0,0
921,17,147.176,0,0,0,0,0
922,17,148.176,0,0,0,0,0
923,17,149.176,0,0,0,0,0
924,17,150.176,0,0,0,0,0
925,17,151.176,0,0,0,0,0
926,17,152.176,0,0,0,0,0
927,17,153.176,0,0,0,0,0
928,18,145.611,0,0,0,1,0
929,18,146.611,1,0,0,0,0
930,18,147.611,0,0,0,0,0
931,18,148.611,0,0,0,0,0
932,18,149.611,0,0,0,0,0
933,18,150.611,0,0,0,0,0
934,18,151.611,0,0,0,0,0
935,18,152.611,0,0,0,0,0
936,18,153.611,0,0,0,0,0
937,18,154.611,0,0,0,0,0
938,18,155.611,0,0,0,0,0
939,18,156.611,0,0,0,0,0
940,19,149.316,0,0,0,1,0
941,19,150.316,1,0,0,0,0
942,20,143.75,0,0,0,1,0
943,20,144.75,1,0,0,0,0
944,20,145.75,1,0,0,0,0
945,20,146.75,0,0,0,0,0
946,20,147.75,0,0,0,0,0
947,20,148.75,0,0,0,0,0
948,20,149.75,0,0,0,0,0
949,20,150.75,0,0,0,0,0
950,20,151.75,0,0,0,0,0
951,21,145.476,0,0,0,1,0
952,21,146.476,1,0,0,0,0
953,21,147.476,0,0,0,0,0
954,21,148.476,0,0,0,0,0
955,22,142.682,0,0,0,1,0
956,23,137.435,1,0,0,1,0
957,23,138.435,2,0,0,0,0
958,23,139.435,2,0,0,0,0
959,23,140.435,1,0,0,0,0
960,22,144.5,2,1,0,0,0
961,22,145.5,1,0,0,0,0
962,22,146.5,1,0,0,0,0
963,22,145.409,1,1,0,1,0
964,17,142.824,0,0,0,0,0
965,17,143.824,0,0,0,0,0
966,17,144.824,0,0,0,0,0
967,17,145.824,0,0,0,0,0
968,13,159.538,0,0,0,0,0
969,13,160.538,0,0,0,0,0
970,13,161.538,0,0,0,0,0
971,13,162.538,0,0,0,0,0
972,13,163.538,0,0,0,0,0
973,10,162.1,0,0,0,0,0
974,10,163.1,0,0,0,0,0
975,11,149.182,0,0,0,0,1
976,11,150.182,0,0,0,0,0
977,11,151.182,0,0,0,0,0
978,11,152.182,0,0,0,0,0
979,9,117.556,0,0,0,0,0
980,9,118.556,0,0,0,0,0
981,9,119.556,0,0,0,0,0
982,9,120.556,0,0,0,0,0
983,9,121.556,0,0,0,0,0
984,7,95.7143,0,0,0,0,0
985,7,96.7143,0,0,0,0,0
986,7,97.7143,0,0,0,0,0
987,7,98.7143,0,0,0,0,0
988,7,99.7143,0,0,0,0,0
989,7,100.714,0,0,0,0,0
990,6,83.8333,0,0,0,0,0
991,6,84.8333,0,0,0,0,0
992,6,85.8333,0,0,0,0,0
993,6,86.8333,0,0,0,0,0
994,6,87.8333,0,0,0,0,0
995,5,98.6,0,0,0,0,0
996,5,99.6,0,0,0,0,0
997,5,100.6,0,0,0,0,0
998,5,101.6,0,0,0,0,0
999,5,102.6,0,0,0,0,0
1000,5,103.6,0,0,0,0,0
1001,4,77.5,0,0,0,0,0
1002,4,78.5,0,0,0,0,0
1003,4,79.5,0,0,0,0,0
1004,4,80.5,0,0,0,0,0
1005,4,81.5,0,0,0,0,0
1006,4,82.5,0,0,0,0,0
1007,4,83.5,0,0,0,0,0
1008,4,84.5,0,0,0,0,0
1009,4,85.5,0,0,0,0,0
1010,4,86.5,0,0,0,0,0
1011,4,87.5,0,0,0,0,0
1012,4,88.5,0,0,0,0,0
1013,4,89.5,0,0,0,0,0
1014,4,90.5,0,0,0,0,0
1015,4,91.5,0,0,0,0,0
1016,4,92.5,0,0,0,0,0
1017,4,93.5,0,0,0,0,0
1018,4,94.5,0,0,0,0,0
1019,4,95.5,0,0,0,0,0
1020,4,96.5,0,0,0,0,0
1021,4,97.5,0,0,0,0,0
1022,4,98.5,0,0,0,0,0
1023,4,99.5,0,0,0,0,0
1024,3,111.333,0,0,0,0,0
1025,3,112.333,0,0,0,0,0
1026,3,113.333,0,0,0,0,0
1027,3,114.333,0,0,0,0,0
1028,3,115.333,0,0,0,0,0
1029,3,116.333,0,0,0,0,0
1030,3,117.333,0,0,0,0,0
1031,2,88.5,0,0,0,0,0
1032,2,89.5,0,0,0,0,0
1033,2,90.5,0,0,0,0,0
1034,2,91.5,0,0,0,0,0
1035,2,92.5,0,0,0,0,0
1036,2,93.5,0,0,0,0,0
1037,2,94.5,0,0,0,0,0
1038,1,128,0,0,0,0,0
1039,1,129,0,0,0,0,0
1040,1,130,0,0,0,0,0
1041,1,131,0,0,0,0,0
1042,1,132,0,0,0,0,0
1043,1,133,0,0,0,0,0
1044,1,134,0,0,0,0,0
1045,1,135,0,0,0,0,0
1046,1,136,0,0,0,0,0
1047,1,137,0,0,0,0,0
1048,1,138,0,0,0,0,0
1049,1,139,0,0,0,0,0
1050,1,140,0,0,0,0,0
1051,1,141,0,0,0,0,0
1052,1,142,0,0,0,0,0
1053,1,143,0,0,0,0,0
1054,1,144,0,0,0,0,0
1055,1,145,0,0,0,0,0
1056,1,146,0,0,0,0,0
1057,1,147,0,0,0,0,0
1058,1,148,0,0,0,0,0
1059,1,149,0,0,0,0,0
1060,2,75,0,0,0,1,0
1061,1,1,1,1,0,0,0
1062,1,2,0,0,0,0,0
1063,1,3,0,0,0,0,0
1064,1,4,0,0,0,0,0
1065,1,5,0,0,0,0,0
1066,1,6,0,0,0,0,0
1067,1,7,0,0,0,0,0
1068,1,8,0,0,0,0,0
1069,1,9,0,0,0,0,0
1070,1,10,0,0,0,0,0
1071,1,11,0,0,0,0,0
1072,1,12,0,0,0,0,0
1073,1,13,0,0,0,0,0
1074,1,14,0,0,0,0,0
1075,1,15,0,0,0,0,0
1076,1,16,0,0,0,0,0
1077,1,17,0,0,0,0,0
1078,1,18,0,0,0,0,0
1079,1,19,0,0,0,0,0
1080,1,20,0,0,0,0,0
1081,1,21,0,0,0,0,0
1082,1,22,0,0,0,0,0
1083,1,23,0,0,0,0,0
1084,1,24,0,0,0,0,0
1085,1,25,0,0,0,0,0
1086,1,26,0,0,0,0,0
1087,1,27,0,0,0,0,0
1088,1,28,0,0,0,0,0
1089,1,29,0,0,0,0,0
1090,1,30,0,0,0,0,0
1091,1,31,0,0,0,0,0
1092,1,32,0,0,0,0,0
1093,1,33,0,0,0,0,0
1094,1,34,0,0,0,0,0
1095,1,35,0,0,0,0,0
1096,1,36,0,0,0,0,0
1097,1,37,0,0,0,0,0
1098,1,38,0,0,0,0,0
1099,1,39,0,0,0,0,0
1100,1,40,0,0,0,0,0
1101,1,41,0,0,0,0,0
1102,1,42,0,0,0,0,0
1103,1,43,0,0,0,0,0
1104,1,44,0,0,0,0,0
1105,1,45,0,0,0,0,0
1106,1,46,0,0,0,0,0
1107,1,47,0,0,0,0,0
1108,1,48,0,0,0,0,0
1109,1,49,0,0,0,0,0
1110,1,50,0,0,0,0,0
1111,1,51,0,0,0,0,0
1112,1,52,0,0,0,0,0
1113,1,53,0,0,0,0,0
1114,1,54,0,0,0,0,0
1115,1,55,0,0,0,0,0
1116,1,56,0,0,0,0,0
1117,1,57,0,0,0,0,0
1118,1,58,0,0,0,0,0
1119,1,59,0,0,0,0,0
1120,1,60,0,0,0,0,0
1121,1,61,0,0,0,0,0
1122,1,62,0,0,0,0,0
1123,1,63,0,0,0,0,0
1124,0,0,0,0,0,0,0
1125,0,0,0,0,0,0,0
1126,0,0,0,0,0,0,0
1127,0,0,0,0,0,0,0
1128,0,0,0,0,0,0,0
1129,0,0,0,0,0,0,0
1130,0,0,0,0,0,0,0
1131,0,0,0,0,0,0,0
1132,0,0,0,0,0,0,0
1133,0,0,0,0,0,0,0
1134,0,0,0,0,0,0,0
1135,0,0,0,0,0,0,0
1136,0,0,0,0,0,0,0
1137,0,0,0,0,0,0,0
1138,0,0,0,0,0,0,0
1139,0,0,0,0,0,0,0
1140,0,0,0,0,0,0,0
1141,0,0,0,0,0,0,0
1142,0,0,0,0,0,0,0
1143,0,0,0,0,0,0,0
1144,0,0,0,0,0,0,0
1145,0,0,0,0,0,0,0
1146,0,0,0,0,0,0,0
1147,0,0,0,0,0,0,0
1148,0,0,0,0,0,0,0
1149,0,0,0,0,0,0,0
1150,0,0,0,0,0,0,0
1151,0,0,0,0,0,0,0
1152,0,0,0,0,0,0,0
1153,0,0,0,0,0,0,0
1154,0,0,0,0,0,0,0
1155,0,0,0,0,0,0,0
1156,0,0,0,0,0,0,0
1157,0,0,0,0,0,0,0
1158,0,0,0,0,0,0,0
1159,0,0,0,0,0,0,0
1160,0,0,0,0,0,0,0
1161,0,0,0,0,0,0,0
1162,0,0,0,0,0,0,0
1163,0,0,0,0,0,0,0
1164,0,0,0,0,0,0,0
1165,0,0,0,0,0,0,0
1166,0,0,0,0,0,0,0
1167,0,0,0,0,0,0,0
1168,0,0,0,0,0,0,0
1169,0,0,0,0,0,0,0
1170,0,0,0,0,0,0,0
1171,0,0,0,0,0,0,0
1172,0,0,0,0,0,0,0
1173,0,0,0,0,0,0,0
1174,0,0,0,0,0,0,0
1175,0,0,0,0,0,0,0
1176,0,0,0,0,0,0,0
1177,0,0,0,0,0,0,0
1178,0,0,0,0,0,0,0
1179,0,0,0,0,0,0,0
1180,0,0,0,0,0,0,0
1181,0,0,0,0,0,0,0
1182,0,0,0,0,0,0,0
1183,0,0,0,0,0,0,0
1184,0,0,0,0,0,0,0
1185,0,0,0,0,0,0,0
1186,0,0,0,0,0,0,0
1187,0,0,0,0,0,0,0
1188,0,0,0,0,0,0,0
1189,0,0,0,0,0,0,0
1190,0,0,0,0,0,0,0
1191,0,0,0,0,0,0,0
1192,0,0,0,0,0,0,0
1193,0,0,0,0,0,0,0
1194,0,0,0,0,0,0,0
1195,0,0,0,0,0,0,0
1196,0,0,0,0,0,0,0
1197,0,0,0,0,0,0,0
1198,0,0,0,0,0,0,0
1199,0,0,0,0,0,0,0
1200,0,0,0,0,0,0,0
1201,0,0,0,0,0,0,0
1202,0,0,0,0,0,0,0
1203,0,0,0,0,0,0,0
1204,0,0,0,0,0,0,0
1205,0,0,0,0,0,0,0
1206,0,0,0,0,0,0,0
1207,0,0,0,0,0,0,0
1208,0,0,0,0,0,0,0
1209,0,0,0,0,0,0,0
1210,0,0,0,0,0,0,0
1211,0,0,0,0,0,0,0
1212,0,0,0,0,0,0,0
1213,0,0,0,0,0,0,0
1214,0,0,0,0,0,0,0
1215,0,0,0,0,0,0,0
1216,0,0,0,0,0,0,0
1217,0,0,0,0,0,0,0
1218,0,0,0,0,0,0,0
1219,0,0,0,0,0,0,0
1220,0,0,0,0,0,0,0
1221,0,0,0,0,0,0,0
1222,0,0,0,0,0,0,0
1223,0,0,0,0,0,0,0
1224,0,0,0,0,0,0,0
1225,0,0,0,0,0,0,0
1226,0,0,0,0,0,0,0
1227,0,0,0,0,0,0,0
1228,0,0,0,0,0,0,0
1229,0,0,0,0,0,0,0
1230,0,0,0,0,0,0,0
1231,0,0,0,0,0,0,0
1232,0,0,0,0,0,0,0
1233,0,0,0,0,0,0,0
1234,0,0,0,0,0,0,0
1235,0,0,0,0,0,0,0
1236,0,0,0,0,0,0,0
1237,0,0,0,0,0,0,0
1238,0,0,0,0,0,0,0
1239,0,0,0,0,0,0,0
1240,0,0,0,0,0,0,0
1241,0,0,0,0,0,0,0
1242,0,0,0,0,0,0,0
1243,0,0,0,0,0,0,0
1244,0,0,0,0,0,0,0
1245,0,0,0,0,0,0,0
1246,0,0,0,0,0,0,0
1247,0,0,0,0,0,0,0
1248,0,0,0,0,0,0,0
1249,0,0,0,0,0,0,0
1250,0,0,0,0,0,0,0
1251,0,0,0,0,0,0,0
1252,0,0,0,0,0,0,0
1253,0,0,0,0,0,0,0
1254,0,0,0,0,0,0,0
1255,0,0,0,0,0,0,0
1256,0,0,0,0,0,0,0
1257,0,0,0,0,0,0,0
1258,0,0,0,0,0,0,0
1259,1,1,0,0,0,0,0
1260,1,2,0,0,0,0,0
1261,2,1.5,0,0,0,1,0
1262,2,2.5,1,0,0,0,0
1263,2,1.5,1,1,0,0,0
1264,2,2.5,0,0,0,0,0
1265,2,3.5,0,0,0,0,0
1266,2,4.5,0,0,0,0,0
1267,2,5.5,0,0,0,0,0
1268,3,4.66667,0,0,0,0,0
1269,3,5.66667,0,0,0,0,0
1270,3,6.66667,0,0,0,0,0
1271,3,7.66667,0,0,0,0,0
1272,3,8.66667,0,0,0,0,0
1273,4,7.5,0,0,0,0,0
1274,4,8.5,0,0,0,0,0
1275,5,7.6,0,0,0,1,0
1276,5,8.6,1,0,0,0,0
1277,5,9.6,1,0,0,0,0
1278,5,9.6,1,1,0,0,0
1279,5,10.6,0,0,0,0,0
1280,5,11.6,0,0,0,0,0
1281,5,12.6,0,0,0,0,0
1282,5,13.6,0,0,0,0,0
1283,6,12.1667,0,0,0,1,0
1284,5,15.6,1,1,0,0,0
1285,5,16.6,0,0,0,0,0
1286,5,17.6,0,0,0,0,0
1287,5,18.6,0,0,0,0,0
1288,5,19.6,0,0,0,0,0
1289,5,20.6,0,0,0,0,0
1290,5,21.6,0,0,0,0,0
1291,5,22.6,0,0,0,0,0
1292,5,23.6,0,0,0,0,0
1293,6,20.5,0,0,0,1,0
1294,6,21.5,1,0,0,0,0
1295,5,26.6,1,1,0,0,0
1296,5,27.6,0,0,0,0,0
1297,5,28.6,0,0,0,0,0
1298,5,29.6,0,0,0,0,0
1299,5,30.6,0,0,0,0,0
1300,5,31.6,0,0,0,0,0
1301,5,32.6,0,0,0,0,0
1302,5,33.6,0,0,0,0,0
1303,5,34.6,0,0,0,0,0
1304,5,35.6,0,0,0,0,0
1305,5,36.6,0,0,0,0,0
1306,6,31.3333,0,0,0,1,0
1307,6,32.3333,1,0,0,0,0
1308,5,33.4,1,1,0,0,0
1309,5,34.4,0,0,0,0,0
1310,6,29.5,0,0,0,1,0
1311,6,30.5,1,0,0,0,0
1312,5,37.4,1,1,0,0,0
1313,5,38.4,0,0,0,0,0
1314,5,39.4,0,0,0,0,0
1315,5,40.4,0,0,0,0,0
1316,5,41.4,0,0,0,0,0
1317,5,42.4,0,0,0,0,0
1318,5,43.4,0,0,0,0,0
1319,5,44.4,0,0,0,0,0
1320,5,45.4,0,0,0,0,0
1321,5,46.4,0,0,0,0,0
1322,5,47.4,0,0,0,0,0
1323,5,48.4,0,0,0,0,0
1324,5,49.4,0,0,0,0,0
1325,5,50.4,0,0,0,0,0
1326,5,51.4,0,0,0,0,0
1327,5,52.4,0,0,0,0,0
1328,5,53.4,0,0,0,0,0
1329,5,54.4,0,0,0,0,0
1330,5,55.4,0,0,0,0,0
1331,5,56.4,0,0,0,0,0
1332,5,57.4,0,0,0,0,0
1333,5,58.4,0,0,0,0,0
1334,5,59.4,0,0,0,0,0
1335,5,60.4,0,0,0,0,0
1336,5,61.4,0,0,0,0,0
1337,5,62.4,0,0,0,0,0
1338,5,63.4,0,0,0,0,0
1339,5,64.4,0,0,0,0,0
1340,5,65.4,0,0,0,0,0
1341,5,66.4,0,0,0,0,0
1342,5,67.4,0,0,0,0,0
1343,6,57,0,0,0,0,1
1344,6,58,0,0,0,0,0
1345,6,59,0,0,0,0,0
1346,6,60,0,0,0,0,0
1347,6,61,0,0,0,0,0
1348,6,62,0,0,0,0,0
1349,6,63,0,0,0,0,0
1350,6,64,0,0,0,0,0
1351,6,65,0,0,0,0,0
1352,6,66,0,0,0,0,0
1353,6,67,0,0,0,0,0
1354,6,68,0,0,0,0,0
1355,6,69,0,0,0,0,0
1356,6,70,0,0,0,0,0
1357,6,71,0,0,0,0,0
1358,6,72,0,0,0,0,0
1359,6,73,0,0,0,0,0
1360,6,74,0,0,0,0,0
1361,6,75,0,0,0,0,0
1362,6,76,0,0,0,0,0
1363,6,77,0,0,0,0,0
1364,6,78,0,0,0,0,0
1365,6,79,0,0,0,0,0
1366,6,80,0,0,0,0,0
1367,6,81,0,0,0,0,0
1368,6,82,0,0,0,0,0
1369,6,83,0,0,0,0,0
1370,6,84,0,0,0,0,0
1371,6,85,0,0,0,0,0
1372,6,86,0,0,0,0,0
1373,6,87,0,0,0,0,0
1374,6,88,0,0,0,0,0
1375,6,89,0,0,0,0,0
1376,6,90,0,0,0,0,0
1377,6,91,0,0,0,0,0
1378,6,92,0,0,0,0,0
1379,6,93,0,0,0,0,0
1380,6,94,0,0,0,0,0
1381,6,95,0,0,0,0,0
1382,6,96,0,0,0,0,0
1383,6,97,0,0,0,0,0
1384,6,98,0,0,0,0,0
1385,6,99,0,0,0,0,0
1386,6,100,0,0,0,0,0
1387,6,101,0,0,0,0,0
1388,6,102,0,0,0,0,0
1389,6,103,0,0,0,0,0
1390,6,104,0,0,0,0,0
1391,6,105,0,0,0,0,0
1392,6,106,0,0,0,0,0
1393,6,107,0,0,0,0,0
1394,6,108,0,0,0,0,0
1395,6,109,0,0,0,0,0
1396,6,110,0,0,0,0,0
1397,6,111,0,0,0,0,0
1398,6,112,0,0,0,0,0
1399,6,113,0,0,0,0,0
1400,6,114,0,0,0,0,0
1401,6,115,0,0,0,0,0
1402,6,116,0,0,0,0,0
1403,6,117,0,0,0,0,0
1404,6,118,0,0,0,0,0
1405,6,119,0,0,0,0,0
1406,6,120,0,0,0,0,0
1407,6,121,0,0,0,0,0
1408,6,122,0,0,0,0,0
1409,6,123,1,0,0,0,0
1410,6,124,0,0,0,0,0
1411,6,125,0,0,0,0,0
1412,6,126,0,0,0,0,0
1413,6,127,0,0,0,0,0
1414,6,128,0,0,0,0,0
1415,6,129,0,0,0,0,0
1416,6,130,0,0,0,0,0
1417,6,131,0,0,0,0,0
1418,6,132,0,0,0,0,0
1419,7,114,0,0,0,1,0
1420,7,115,1,0,0,0,0
1421,7,116,1,0,0,0,0
1422,7,117,1,0,0,0,0
1423,7,118,1,0,0,0,0
1424,7,119,1,0,0,0,0
1425,6,113.667,1,1,0,0,0
1426,6,114.667,0,0,0,0,0
1427,6,115.667,0,0,0,0,0
1428,6,116.667,0,0,0,0,0
1429,6,117.667,0,0,0,0,0
1430,6,118.667,0,0,0,0,0
1431,6,119.667,0,0,0,0,0
1432,6,120.667,0,0,0,0,0
1433,6,121.667,0,0,0,0,0
1434,6,122.667,0,0,0,0,0
1435,6,123.667,0,0,0,0,0
1436,5,114.8,1,1,0,0,0
1437,5,115.8,0,0,0,0,0
1438,5,116.8,0,0,0,0,0
1439,5,117.8,0,0,0,0,0
1440,5,118.8,0,0,0,0,0
1441,6,99.8333,0,0,0,1,0
1442,6,100.833,1,0,0,0,0
1443,6,101.833,1,0,0,0,0
1444,6,102.833,1,0,0,0,0
1445,5,87.8,1,1,0,0,0
1446,5,88.8,0,0,0,0,0
1447,5,89.8,0,0,0,0,0
1448,5,90.8,0,0,0,0,0
1449,5,91.8,0,0,0,0,0
1450,5,92.8,0,0,0,0,0
1451,5,93.8,0,0,0,0,0
1452,5,94.8,0,0,0,0,0
1453,5,95.8,0,0,0,0,0
1454,5,96.8,0,0,0,0,0
1455,5,97.8,0,0,0,0,0
1456,5,98.8,0,0,0,0,0
1457,5,99.8,0,0,0,0,0
1458,5,100.8,0,0,0,0,0
1459,5,101.8,0,0,0,0,0
1460,5,102.8,0,0,0,0,0
1461,5,103.8,0,0,0,0,0
1462,5,104.8,0,0,0,0,0
1463,5,105.8,0,0,0,0,0
1464,5,106.8,0,0,0,0,0
1465,5,107.8,0,0,0,0,0
1466,5,108.8,0,0,0,0,0
1467,5,109.8,0,0,0,0,0
1468,5,110.8,0,0,0,0,0
1469,5,111.8,0,0,0,0,0
1470,5,112.8,0,0,0,0,0
1471,5,113.8,0,0,0,0,0
1472,5,114.8,0,0,0,0,0
1473,5,115.8,0,0,0,0,0
1474,5,116.8,0,0,0,0,0
1475,5,117.8,0,0,0,0,0
1476,5,118.8,0,0,0,0,0
1477,5,119.8,0,0,0,0,0
1478,5,120.8,0,0,0,0,0
1479,5,121.8,0,0,0,0,0
1480,5,122.8,0,0,0,0,0
1481,5,123.8,0,0,0,0,0
1482,7,89.1429,0,0,0,2,0
1483,7,90.1429,2,0,0,0,0
1484,6,95.5,2,1,0,0,0
1485,6,96.5,1,0,0,0,0
1486,5,116.2,1,1,0,0,0
1487,5,117.2,0,0,0,0,0
1488,5,118.2,0,0,0,0,0
1489,5,119.2,0,0,0,0,0
1490,5,120.2,0,0,0,0,0
1491,5,121.2,0,0,0,0,0
1492,5,122.2,0,0,0,0,0
1493,6,102.667,0,0,0,1,0
1494,6,103.667,1,0,0,0,0
1495,6,104.667,1,0,0,0,0
1496,6,105.667,1,0,0,0,0
1497,6,106.667,1,0,0,0,0
1498,6,107.667,1,0,0,0,0
1499,6,108.667,1,0,0,0,0
1500,6,109.667,1,0,0,0,0
1501,6,110.667,1,0,0,0,0
1502,6,111.667,1,0,0,0,0
1503,6,112.667,1,0,0,0,0
1504,6,113.667,1,0,0,0,0
1505,6,114.667,1,0,0,0,0
1506,6,115.667,1,0,0,0,0
1507,6,116.667,1,0,0,0,0
1508,6,117.667,1,0,0,0,0
1509,6,118.667,1,0,0,0,0
1510,6,119.667,1,0,0,0,0
1511,5,139,1,1,0,0,0
1512,5,140,0,0,0,0,0
1513,5,141,0,0,0,0,0
1514,5,142,0,0,0,0,0
1515,5,143,0,0,0,0,0
1516,6,120,0,0,0,1,0
1517,6,121,1,0,0,0,0
1518,6,122,1,0,0,0,0
1519,6,123,1,0,0,0,0
1520,6,124,1,0,0,0,0
1521,5,107,1,1,0,0,0
1522,5,108,0,0,0,0,0
1523,6,90.8333,0,0,0,0,1
1524,6,91.8333,0,0,0,0,0
1525,6,92.8333,0,0,0,0,0
1526,6,93.8333,0,0,0,0,0
1527,6,94.8333,0,0,0,0,0
1528,6,95.8333,0,0,0,0,0
1529,6,96.8333,0,0,0,0,0
1530,6,97.8333,0,0,0,0,0
1531,6,98.8333,0,0,0,0,0
1532,6,99.8333,0,0,0,0,0
1533,6,100.833,0,0,0,0,0
1534,6,101.833,0,0,0,0,0
1535,6,102.833,0,0,0,0,0
1536,6,103.833,0,0,0,0,0
1537,6,104.833,0,0,0,0,0
1538,6,105.833,0,0,0,0,0
1539,6,106.833,0,0,0,0,0
1540,6,107.833,0,0,0,0,0
1541,6,108.833,0,0,0,0,0
1542,6,109.833,0,0,0,0,0
1543,6,110.833,0,0,0,0,0
1544,6,111.833,0,0,0,0,0
1545,6,112.833,0,0,0,0,0
1546,6,113.833,0,0,0,0,0
1547,6,114.833,0,0,0,0,0
1548,6,115.833,0,0,0,0,0
1549,6,116.833,0,0,0,0,0
